,pmid,start,end,tag,text,source,correct,error_type,annotator
3308,21317621,418,434,Units,beats per minute,model,n,not needed,eduvaris
3309,21317621,436,439,Units,bpm,model,n,not needed,eduvaris
3310,21317621,896,904,Study Years,May 2007,model,y,,eduvaris
3311,21317621,973,980,Study Duration,6-month,human,n,not needed,eduvaris
3312,21317621,1074,1082,Group Name,protocol,human,n,too little,eduvaris
3313,21317621,1074,1088,Group Name,protocol group,model,y,,eduvaris
3314,21317621,1497,1511,Group Name,protocol group,model,y,,eduvaris
3315,21317621,1540,1557,Group Name,preprotocol group,model,y,,eduvaris
3316,21317621,1575,1589,Group Name,protocol group,model,y,,eduvaris
3317,21317621,1643,1660,Group Name,preprotocol group,model,y,,eduvaris
3318,21317621,1693,1712,Outcome (Study Endpoint),mean discharge dose,human,n,multiple entities,eduvaris
3319,21317621,1693,1726,Outcome (Study Endpoint),mean discharge dose of metoprolol,model,n,multiple entities,eduvaris
3320,21317621,1716,1726,Drug Intervention,metoprolol,human,n,too little,eduvaris
3321,21317621,1734,1742,Group Name,protocol,model,n,too little,eduvaris
3322,21372302,19,25,Drug Intervention,statin,human,y,,stan
3323,21372302,181,183,Disease/Condition of Interest,MI,model,y,,stan
3324,21372302,322,328,Drug Intervention,statin,human,y,,stan
3325,21372302,387,402,Group Characteristic,ST-elevation MI,model,n,too little,stan
3326,21372302,400,411,Group Characteristic,MI patients,human,n,too little,stan
3327,21372302,450,459,Group Name,no statin,human,y,,stan
3328,21372302,574,575,Intervention Duration,7,model,y,,stan
3329,21372302,623,625,Dosage,20,model,y,,stan
3330,21372302,626,628,Units,mg,model,y,,stan
3331,21372302,629,632,Intervention Frequency,day,model,n,too little or too much based on context,stan
3332,21372302,633,644,Drug Intervention,simvastatin,model,y,,stan
3333,21372302,663,670,Intervention Duration,3 weeks,model,y,,stan
3334,21372302,759,777,Outcome (Study Endpoint),C-reactive protein,model,y,,stan
3335,21372302,759,783,Outcome (Study Endpoint),C-reactive protein (CRP),human,n,too much,stan
3336,21372302,801,811,Group Name,non-statin,human,n,too little,stan
3337,21372302,801,817,Group Name,non-statin users,model,y,,stan
3338,21372302,985,996,Follow-up period,seventh day,model,y,,stan
3339,21372302,1013,1035,Outcome (Study Endpoint),higher the statin dose,human,n,not needed,stan
3340,21372302,1041,1105,Outcome (Study Endpoint),lower the elevation of interleukin-2 and tumor necrosis factor-α,human,n,multiple entities,stan
3341,21372302,1111,1180,Outcome (Study Endpoint),greater the reduction of 8-isoprostane and low-density lipoprotein(-),human,n,multiple entities,stan
3342,21372302,1190,1236,Outcome (Study Endpoint),greater the increase in nitrate/nitrite levels,human,n,too much,stan
3343,21372302,1214,1236,Outcome (Study Endpoint),nitrate/nitrite levels,model,y,,stan
3344,21372302,1376,1379,Outcome (Study Endpoint),CRP,human,y,,stan
3345,21456039,85,95,Drug Intervention,fluoxetine,model,y,,cjackson
3346,21456039,101,110,Drug Intervention,modafinil,model,y,,cjackson
3347,21456039,118,128,Drug Intervention,fluoxetine,model,y,,cjackson
3348,21456039,134,141,Drug Intervention,placebo,model,n,wrong label,cjackson
3349,21456039,162,178,Disease/Condition of Interest,major depression,model,y,,cjackson
3350,21456039,168,178,Disease/Condition of Interest,depression,human,n,too little,cjackson
3351,21456039,433,443,Drug Intervention,fluoxetine,model,y,,cjackson
3352,21456039,449,452,Drug Intervention,mod,model,n,too little,cjackson
3353,21456039,538,544,Intervention Duration,6-week,human,n,wrong label,cjackson
3354,21456039,588,597,Sample Size,Forty-six,model,y,,cjackson
3355,21456039,710,776,Group Characteristic,baseline Hamilton Rating Scale for depression score of at least 18,model,y,,cjackson
3356,21456039,845,849,Intervention Frequency,/day,model,n,too much,cjackson
3357,21456039,846,849,Intervention Frequency,day,human,y,,cjackson
3358,21456039,869,871,Units,mg,model,y,,cjackson
3359,21456039,871,875,Intervention Frequency,/day,model,n,too much,cjackson
3360,21456039,872,875,Intervention Frequency,day,human,y,,cjackson
3361,21456039,877,880,Dosage,200,human,y,,cjackson
3362,21456039,877,883,Dosage,200 mg,model,n,too much,cjackson
3363,21456039,881,883,Units,mg,human,y,,cjackson
3364,21456039,947,954,Drug Intervention,placebo,model,n,wrong label,cjackson
3365,21456039,1162,1189,Outcome (Study Endpoint),Hamilton Rating Scale score,human,n,too little,cjackson
3366,21456039,1162,1204,Outcome (Study Endpoint),Hamilton Rating Scale score for Depression,model,y,,cjackson
3367,21456039,1504,1510,Statistical Significance,df = 1,model,n,not needed,cjackson
3368,21456039,1516,1520,Quantitative Measurement,4.42,model,y,,cjackson
3369,21456039,1522,1531,Statistical Significance,P = 0.046,model,y,,cjackson
3370,21568147,555,556,Group Name,A,model,n,too little,hcho
3371,21568147,915,922,Intervention Duration,10 days,model,y,,hcho
3372,21568147,1519,1526,Group Name,Group C,human,y,,hcho
3373,21568147,1644,1659,Outcome (Study Endpoint),highest success,human,n,wrong label,hcho
3374,21623231,0,11,Drug Intervention,Clevidipine,human,y,,eduvaris
3375,21623231,27,38,Disease/Condition of Interest,hypotension,model,y,,ccurtis
3376,21623231,66,82,Side Effects,Mild tachycardia,human,y,,eduvaris
3377,21623231,304,326,Disease/Condition of Interest,controlled hypotension,human,n,too much,ccurtis
3378,21623231,328,330,Disease/Condition of Interest,CH,human,n,wrong label,ccurtis
3379,21623231,347,358,Group Characteristic,adolescents,human,y,,ccurtis
3380,21623231,440,451,Drug Intervention,clevidipine,human,y,,ccurtis
3381,21623231,961,972,Drug Intervention,clevidipine,human,y,,ccurtis
3382,21623231,1235,1249,Group Characteristic,14 to 18 years,human,y,,ccurtis
3383,21623231,1257,1280,Group Characteristic,weight from 46 to 96 kg,model,n,too much,ccurtis
3384,21623231,1269,1280,Group Characteristic,46 to 96 kg,human,y,,ccurtis
3385,21623231,1324,1332,Non-Study Drug,propofol,human,y,,ccurtis
3386,21623231,1334,1346,Non-Study Drug,remifentanil,human,y,,ccurtis
3387,21623231,1352,1367,Non-Study Drug,dexmedetomidine,human,y,,ccurtis
3388,21623231,1400,1405,Units,mm Hg,human,y,,ccurtis
3389,21623231,1461,1466,Units,mm Hg,human,y,,ccurtis
3390,21623231,1472,1483,Drug Intervention,clevidipine,human,y,,ccurtis
3391,21623231,1559,1567,Dosage,0.5 to 1,model,y,,ccurtis
3392,21623231,1568,1573,Units,μg/kg,model,y,,ccurtis
3393,21623231,1584,1598,Intervention Duration,2 to 3 minutes,model,y,,ccurtis
3394,21623231,1748,1773,Outcome (Study Endpoint),maintenance infusion rate,model,n,not needed,ccurtis
3395,21623231,1777,1788,Drug Intervention,clevidipine,human,y,,ccurtis
3396,21623231,1801,1807,Dosage,1 to 5,model,y,,ccurtis
3397,21623231,1808,1817,Units,μg/kg/min,model,y,,ccurtis
3398,21623231,1819,1826,Quantitative Measurement,2.9±0.7,model,n,wrong label,ccurtis
3399,21623231,1827,1836,Units,μg/kg/min,model,y,,ccurtis
3400,21623231,1866,1877,Drug Intervention,clevidipine,human,y,,ccurtis
3401,21623231,2049,2050,Sample Size,3,human,n,wrong label,ccurtis
3402,21623231,2145,2169,Outcome (Study Endpoint),MAP returned to baseline,human,n,wrong label,ccurtis
3403,21784392,65,87,Drug Intervention,antiplatelet treatment,human,y,,stan
3404,21784392,533,582,Group Characteristic,uninterrupted single or dual antiplatelet therapy,human,n,multiple entities,stan
3405,21784392,664,667,Sample Size,111,model,y,,stan
3406,21784392,669,674,Quantitative Measurement,17.3%,human,y,,stan
3407,21784392,824,829,Quantitative Measurement,82.7%,human,y,,stan
3408,21784392,949,953,Outcome (Study Endpoint),risk,model,n,too little,stan
3409,21784392,949,985,Outcome (Study Endpoint),risk of prolonged immediate bleeding,human,n,too much,stan
3410,21784392,957,985,Outcome (Study Endpoint),prolonged immediate bleeding,model,y,,stan
3411,21784392,1039,1052,Type of Quant. Measure,relative risk,model,y,,stan
3412,21784392,1054,1056,Type of Quant. Measure,RR,model,y,,stan
3413,21784392,1065,1088,Type of Quant. Measure,95% confidence interval,model,y,,stan
3414,21784392,1165,1171,Statistical Significance,95% CI,model,n,wrong label,stan
3415,21784392,1197,1208,Drug Intervention,clopidogrel,human,y,,stan
3416,21784392,1216,1218,Type of Quant. Measure,RR,model,y,,stan
3417,21784392,1226,1232,Statistical Significance,95% CI,model,y,,stan
3418,21784392,1427,1668,Outcome (Study Endpoint),"In conclusion, dental extractions may be safely performed in patients receiving single or dual antiplatelet therapy when appropriate local hemostatic measures are taken, thus averting thrombotic risk of temporary antiplatelet discontinuation",human,n,multiple entities,stan
3419,21802739,459,466,Intervention Duration,12-week,human,n,wrong label,cjackson
3420,21802739,603,606,Drug Intervention,MRI,model,n,wrong label,cjackson
3421,21802739,1025,1029,Group Characteristic,high,human,n,too little,cjackson
3422,21802739,1025,1033,Group Name,high DWM,model,n,wrong label,cjackson
3423,21802739,1030,1034,Group Characteristic,DWMH,human,n,too little,cjackson
3424,21802739,1045,1050,Units,times,human,n,not needed,cjackson
3425,21802739,1070,1110,Outcome (Study Endpoint),remit following antidepressant treatment,human,y,,cjackson
3426,21802739,1153,1156,Group Name,low,model,n,wrong label,cjackson
3427,21802739,1180,1191,Outcome (Study Endpoint),odds ratios,model,n,wrong label,cjackson
3428,21802739,1210,1213,Outcome (Study Endpoint),PVH,human,y,,cjackson
3429,21802739,1236,1249,Outcome (Study Endpoint),total volumes,human,y,,cjackson
3430,22235508,23,32,Drug Intervention,biguanide,model,n,wrong label,hcho
3431,22235508,37,43,Drug Intervention,statin,model,n,wrong label,hcho
3432,22235508,368,372,Disease/Condition of Interest,PCOS,human,y,,hcho
3433,22235508,526,535,Group Name,biguanide,human,n,too little,hcho
3434,22235508,578,584,Group Name,statin,human,n,,hcho
3435,22235508,1039,1057,Outcome (Study Endpoint),C-Reactive Protein,human,y,,hcho
3436,22235508,1059,1062,Outcome (Study Endpoint),CRP,human,y,,hcho
3437,22235508,1065,1101,Outcome (Study Endpoint),serum dehydroepiandrosterone sulfate,human,y,,hcho
3438,22235508,1103,1119,Outcome (Study Endpoint),hyperinsulinemia,human,y,,hcho
3439,22235508,1121,1137,Outcome (Study Endpoint),severity of acne,human,y,,hcho
3440,22235508,1142,1165,Outcome (Study Endpoint),menstrual abnormalities,human,y,,hcho
3441,22235508,1341,1356,Group Name,biguanide group,human,y,,hcho
3442,22235508,1569,1575,Group Name,statin,human,n,too little,hcho
3443,22257172,372,396,Group Characteristic,acute coronary syndromes,human,n,wrong label,ccurtis
3444,22257172,398,401,Disease/Condition of Interest,ACS,model,y,,ccurtis
3445,22257172,583,586,Group Name,NAP,model,y,,ccurtis
3446,22257172,745,754,Group Name,PAP users,model,y,,ccurtis
3447,22257172,793,817,Drug Intervention,dual antiplatelet agents,human,y,,ccurtis
3448,22257172,1103,1121,Outcome (Study Endpoint),recurrent ischemia,model,y,,ccurtis
3449,22257172,1103,1140,Outcome (Study Endpoint),recurrent ischemia in unstable angina,human,n,too much,ccurtis
3450,22257172,1125,1140,Outcome (Study Endpoint),unstable angina,model,n,not needed,ccurtis
3451,22257172,1142,1152,Type of Quant. Measure,odds ratio,model,y,,ccurtis
3452,22257172,1287,1293,Outcome (Study Endpoint),NSTEMI,human,n,not needed,ccurtis
3453,22257172,1505,1539,Non-Pharmaceutical Intervention,percutaneous coronary intervention,model,y,,ccurtis
3454,22257172,1566,1582,Outcome (Study Endpoint),risk of hospital,model,y,,ccurtis
3455,22257172,1574,1582,Outcome (Study Endpoint),hospital,human,n,too little,ccurtis
3456,22257172,1664,1672,Outcome (Study Endpoint),12-month,human,n,too little,ccurtis
3457,22257172,1664,1682,Outcome (Study Endpoint),12-month mortality,model,y,,ccurtis
3458,22257172,1673,1682,Outcome (Study Endpoint),mortality,human,n,too little,ccurtis
3459,22547422,59,87,Group Characteristic,first trimester of pregnancy,human,y,,eduvaris
3460,22547422,110,133,Disease/Condition of Interest,congenital malformation,model,n,not needed,eduvaris
3461,22547422,243,257,Disease/Condition of Interest,thyrotoxicosis,human,y,,eduvaris
3462,22547422,283,307,Disease/Condition of Interest,congenital malformations,model,n,not needed,eduvaris
3463,22547422,512,525,Group Name,control group,human,y,,eduvaris
3464,22547422,529,543,Group Characteristic,pregnant women,model,y,,eduvaris
3465,22547422,601,616,Group Characteristic,became pregnant,model,n,not needed,eduvaris
3466,22547422,608,616,Group Characteristic,pregnant,human,n,not needed,eduvaris
3467,22547422,682,686,Sample Size,5967,human,n,not needed,eduvaris
3468,22547422,700,703,Drug Intervention,MMI,model,y,wrong label,eduvaris
3469,22547422,789,792,Group Name,PTU,human,n,wrong label,eduvaris
3470,22547422,924,937,Group Name,control group,model,y,,eduvaris
3471,22547422,981,997,Drug Intervention,potassium iodide,model,n,wrong label,eduvaris
3472,22547422,999,1012,Drug Intervention,levothyroxine,model,n,wrong label,eduvaris
3473,22547422,1291,1304,Group Name,control group,model,y,,eduvaris
3474,22547422,1423,1436,Group Name,control group,model,y,,eduvaris
3475,22547422,1481,1485,Sample Size,1231,human,n,not needed,eduvaris
3476,22547422,1516,1539,Outcome (Study Endpoint),aplasia cutis congenita,model,y,,eduvaris
3477,22547422,1541,1544,Quantitative Measurement,six,model,y,,eduvaris
3478,22547422,1552,1563,Outcome (Study Endpoint),omphalocele,model,y,,eduvaris
3479,22547422,1565,1570,Quantitative Measurement,seven,model,y,,eduvaris
3480,22547422,1577,1619,Outcome (Study Endpoint),symptomatic omphalomesenteric duct anomaly,model,y,,eduvaris
3481,22547422,1625,1628,Quantitative Measurement,one,model,y,,eduvaris
3482,22547422,1633,1651,Outcome (Study Endpoint),esophageal atresia,model,y,,eduvaris
3483,22595898,52,75,Non-Pharmaceutical Intervention,carotid artery stenting,model,y,,stan
3484,22595898,157,160,Non-Pharmaceutical Intervention,CAS,model,y,,stan
3485,22595898,441,444,Drug Intervention,CLZ,model,y,,stan
3486,22595898,476,479,Non-Pharmaceutical Intervention,CAS,model,y,,stan
3487,22595898,604,607,Group Characteristic,CAS,human,n,wrong label,stan
3488,22595898,618,621,Group Characteristic,CWS,human,n,wrong label,stan
3489,22595898,745,759,Follow-up period,3 and 6 months,model,y,,stan
3490,22595898,955,958,Group Name,CLZ,human,n,too little,stan
3491,22595898,955,964,Group Name,CLZ group,model,y,,stan
3492,22595898,1016,1023,Group Name,non-CLZ,human,n,too little,stan
3493,22595898,1016,1029,Group Name,non-CLZ group,model,y,,stan
3494,22595898,1031,1032,Sample Size,n,model,n,not needed,stan
3495,22595898,1080,1083,Sample Size,n =,model,n,not needed,stan
3496,22595898,1113,1114,Sample Size,n,model,n,not needed,stan
3497,22595898,1255,1263,Intervention Duration,3 months,human,n,wrong label,stan
3498,22595898,1434,1447,Group Name,non-CLZ group,model,y,,stan
3499,22595898,1484,1493,Group Name,CLZ group,model,y,,stan
3500,22661187,245,265,Drug Intervention,acetylsalicylic acid,model,n,wrong label,cjackson
3501,22661187,289,292,Drug Intervention,CLO,model,n,wrong label,cjackson
3502,22661187,341,375,Non-Pharmaceutical Intervention,percutaneous coronary intervention,model,n,not needed,cjackson
3503,22661187,428,438,Group Characteristic,successful,model,n,too little,cjackson
3504,22661187,428,466,Group Characteristic,successful PCI with stent implantation,human,y,,cjackson
3505,22661187,558,561,Group Name,PPI,human,y,,cjackson
3506,22661187,602,612,Group Characteristic,F/M = 9/14,human,n,not needed,cjackson
3507,22661187,690,697,Group Name,group C,model,y,,cjackson
3508,22661187,696,697,Group Name,C,human,y,,cjackson
3509,22661187,713,723,Group Characteristic,F/M = 6/15,human,n,not needed,cjackson
3510,22661187,725,737,Group Characteristic,age = 64 ± 8,human,y,,cjackson
3511,22661187,930,933,Drug Intervention,CLO,model,n,wrong label,cjackson
3512,22661187,1133,1154,Outcome (Study Endpoint),platelets (PTL) tests,human,y,,cjackson
3513,22661187,1213,1216,Group Name,PPI,human,y,,cjackson
3514,22661187,1221,1222,Group Name,C,human,y,,cjackson
3515,22661187,1224,1228,Outcome (Study Endpoint),ASPI,model,y,,cjackson
3516,22661187,1258,1259,Units,U,model,y,,cjackson
3517,22661187,1261,1264,Outcome (Study Endpoint),COL,model,y,,cjackson
3518,22661187,1292,1293,Units,U,model,y,,cjackson
3519,22661187,1295,1298,Outcome (Study Endpoint),ADP,model,y,,cjackson
3520,22661187,1327,1328,Units,U,model,y,,cjackson
3521,22661187,1330,1334,Outcome (Study Endpoint),TRAP,model,y,,cjackson
3522,22661187,1364,1365,Units,U,model,y,,cjackson
3523,22717420,0,7,Group Name,T80/H25,human,n,wrong label,ccurtis
3524,22717420,16,19,Group Name,T80,human,n,wrong label,ccurtis
3525,22717420,55,58,Outcome (Study Endpoint),AEs,human,n,wrong label,ccurtis
3526,22717420,60,65,Quantitative Measurement,16.0%,model,y,,ccurtis
3527,22717420,69,74,Quantitative Measurement,17.0%,model,y,,ccurtis
3528,22717420,74,85,Drug Intervention,telmisartan,model,y,,hcho
3529,22717420,86,105,Drug Intervention,hydrochlorothiazide,model,y,,hcho
3530,22717420,96,117,Outcome (Study Endpoint),treatment-related AEs,model,n,wrong label,ccurtis
3531,22717420,106,108,Dosage,80,model,y,,hcho
3532,22717420,109,111,Disease/Condition of Interest,25,human,n,wrong label,hcho
3533,22717420,123,134,Group Name,T80/H25 SPC,human,n,wrong label,ccurtis
3534,22717420,139,142,Group Name,T80,human,n,wrong label,ccurtis
3535,22717420,145,157,Disease/Condition of Interest,hypertension,model,y,,hcho
3536,22717420,153,157,Quantitative Measurement,4.6%,model,y,,ccurtis
3537,22717420,162,166,Quantitative Measurement,2.8%,model,y,,ccurtis
3538,22717420,223,227,Quantitative Measurement,1.0%,model,y,,ccurtis
3539,22717420,232,236,Quantitative Measurement,2.8%,model,y,,ccurtis
3540,22717420,417,420,Group Name,T80,human,n,wrong label,ccurtis
3541,22717420,453,456,Group Name,SPC,human,n,wrong label,hcho
3542,22717420,461,472,Drug Intervention,telmisartan,model,y,,hcho
3543,22717420,473,492,Drug Intervention,hydrochlorothiazide,model,y,,hcho
3544,22717420,493,495,Dosage,80,model,y,,hcho
3545,22717420,496,498,Dosage,25,model,y,wrong label,hcho
3546,22717420,517,518,Drug Intervention,T,human,n,too little,hcho
3547,22717420,518,520,Disease/Condition of Interest,80,human,n,wrong label,hcho
3548,22717420,521,532,Group Name,monotherapy,human,n,wrong label,hcho
3549,22717420,645,648,Sample Size,894,model,y,,hcho
3550,22717420,799,802,Dosage,T40,human,n,too much or multiple entities based on context,hcho
3551,22717420,803,808,Dosage,H12.5,human,n,wrong label,hcho
3552,22717420,809,812,Group Name,SPC,human,n,wrong label,hcho
3553,22717420,816,827,Drug Intervention,telmisartan,model,y,,hcho
3554,22717420,834,845,Group Name,monotherapy,human,n,wrong label,hcho
3555,22717420,850,856,Intervention Duration,1 week,model,y,,hcho
3556,22717420,891,892,Drug Intervention,T,human,n,too little,hcho
3557,22717420,892,895,Group Name,80/,human,n,wrong label,hcho
3558,22717420,895,898,Group Name,H25,human,n,wrong label,hcho
3559,22717420,899,902,Group Name,SPC,human,n,wrong label,hcho
3560,22717420,906,907,Drug Intervention,T,human,n,too little,hcho
3561,22717420,907,909,Group Name,80,human,n,wrong label,hcho
3562,22717420,942,949,Intervention Duration,6 weeks,model,y,,hcho
3563,22717420,1088,1091,Sample Size,888,model,y,,hcho
3564,22717420,1121,1124,Sample Size,294,model,y,,hcho
3565,22717420,1129,1132,Sample Size,594,model,y,,hcho
3566,22717420,1188,1208,Group Characteristic,"mean age, 57.0 years",model,y,,hcho
3567,22717420,1210,1230,Group Characteristic,"age ≥65 years, 25.7%",model,y,,hcho
3568,22717420,1232,1237,Group Characteristic,"male,",model,n,too much,hcho
3569,22717420,1298,1315,Outcome (Study Endpoint),Mean baseline SBP,model,n,multiple entities,hcho
3570,22717420,1312,1319,Outcome (Study Endpoint),SBP/DBP,human,y,,hcho
3571,22717420,1351,1358,Group Name,T80/H25,human,n,wrong label,hcho
3572,22717420,1383,1386,Group Name,T80,human,n,wrong label,hcho
3573,22717420,1404,1407,Outcome (Study Endpoint),SBP,model,y,,hcho
3574,22717420,1423,1428,Quantitative Measurement,-37.0,model,y,,hcho
3575,22717420,1476,1486,Statistical Significance,P < 0.0001,model,y,,hcho
3576,22717420,1489,1492,Outcome (Study Endpoint),DBP,model,y,,hcho
3577,22717420,1508,1513,Quantitative Measurement,-18.6,model,y,,hcho
3578,22717420,1544,1554,Statistical Significance,P < 0.0001,model,y,,hcho
3579,22717420,1628,1638,Statistical Significance,P < 0.0001,model,y,,hcho
3580,22717420,1692,1697,Quantitative Measurement,55.5%,model,y,,hcho
3581,22717420,1702,1707,Quantitative Measurement,34.7%,model,y,,hcho
3582,22717420,1751,1761,Statistical Significance,P < 0.0001,model,y,,hcho
3583,22936125,0,7,Disease/Condition of Interest,Fatigue,human,n,wrong label,eduvaris
3584,22936125,25,53,Disease/Condition of Interest,systemic lupus erythematosus,model,y,wrong label,eduvaris
3585,22936125,100,107,Disease/Condition of Interest,Fatigue,human,n,wrong label,eduvaris
3586,22936125,334,341,Disease/Condition of Interest,fatigue,human,n,wrong label,eduvaris
3587,22936125,376,383,Disease/Condition of Interest,fatigue,human,n,wrong label,eduvaris
3588,22936125,395,401,Group Characteristic,female,model,y,,eduvaris
3589,22936125,395,419,Group Characteristic,female patients with SLE,human,n,too much,eduvaris
3590,22936125,416,419,Group Characteristic,SLE,model,n,wrong label,eduvaris
3591,22936125,447,449,Sample Size,31,human,y,,eduvaris
3592,22936125,457,459,Sample Size,29,human,y,,eduvaris
3593,22936125,470,480,Drug Intervention,prednisone,human,y,,eduvaris
3594,22936125,489,514,Group Characteristic,age-matched healthy women,human,n,too much,eduvaris
3595,22936125,501,508,Group Characteristic,healthy,model,y,,eduvaris
3596,22936125,509,514,Group Characteristic,women,model,y,,eduvaris
3597,22936125,562,565,Group Characteristic,low,human,n,too little,eduvaris
3598,22936125,570,576,Group Characteristic,normal,human,n,too little,eduvaris
3599,22936125,869,874,Group Characteristic,using,human,n,not needed,eduvaris
3600,22936125,875,885,Drug Intervention,prednisone,human,y,,eduvaris
3601,22936125,891,894,Group Characteristic,low,human,n,too little,eduvaris
3602,22936125,899,905,Group Characteristic,normal,human,n,too little,eduvaris
3603,22936125,930,954,Outcome (Study Endpoint),similar level of fatigue,human,n,not needed,eduvaris
3604,22936125,981,1018,Group Characteristic,low DHEAS levels not using prednisone,human,n,too much,eduvaris
3605,22936125,1028,1040,Outcome (Study Endpoint),less fatigue,human,n,too much,eduvaris
3606,22936125,1033,1040,Outcome (Study Endpoint),fatigue,model,y,,eduvaris
3607,22936125,1057,1076,Group Characteristic,normal DHEAS levels,human,y,,eduvaris
3608,22936125,1263,1270,Disease/Condition of Interest,fatigue,human,n,wrong label,eduvaris
3609,22936125,1374,1381,Disease/Condition of Interest,fatigue,human,n,wrong label,eduvaris
3610,23088590,0,6,Drug Intervention,Statin,human,y,,stan
3611,23088590,132,149,Disease/Condition of Interest,colorectal cancer,model,y,,stan
3612,23088590,744,755,Outcome (Study Endpoint),association,human,n,not needed,stan
3613,23088590,874,883,Outcome (Study Endpoint),all-cause,human,n,,stan
3614,23111138,109,138,Disease/Condition of Interest,permanent atrial fibrillation,human,n,too much,cjackson
3615,23111138,119,138,Disease/Condition of Interest,atrial fibrillation,model,y,,cjackson
3616,23111138,156,175,Disease/Condition of Interest,atrial fibrillation,model,y,,cjackson
3617,23111138,177,179,Disease/Condition of Interest,AF,model,y,,cjackson
3618,23111138,419,429,Intervention Frequency,once-daily,model,y,,cjackson
3619,23111138,670,672,Units,mg,model,y,,cjackson
3620,23111138,670,676,Units,mg/day,human,n,too much,cjackson
3621,23111138,672,676,Intervention Frequency,/day,model,n,too much,cjackson
3622,23111138,694,698,Intervention Frequency,/day,model,n,too much,cjackson
3623,23111138,695,698,Intervention Frequency,day,human,y,,cjackson
3624,23111138,717,721,Intervention Frequency,/day,model,n,too much,cjackson
3625,23111138,718,721,Intervention Frequency,day,human,y,,cjackson
3626,23111138,743,747,Intervention Frequency,/day,model,n,too much,cjackson
3627,23111138,744,747,Intervention Frequency,day,human,y,,cjackson
3628,23111138,1121,1130,Drug Intervention,diltiazem,model,y,wrong label,cjackson
3629,23111138,1155,1164,Group Name,verapamil,human,n,wrong label,cjackson
3630,23111138,1189,1199,Group Name,metoprolol,human,n,wrong label,cjackson
3631,23111138,1228,1238,Group Name,carvedilol,human,n,wrong label,cjackson
3632,23111138,1250,1272,Outcome (Study Endpoint),reduced the heart rate,model,n,too much,cjackson
3633,23111138,1318,1354,Outcome (Study Endpoint),24-hour heart rate was significantly,model,n,too much,cjackson
3634,23111138,1544,1552,Outcome (Study Endpoint),symptoms,model,y,,cjackson
3635,23111138,1652,1656,Outcome (Study Endpoint),/day,model,n,not needed,cjackson
3636,23113833,807,819,Drug Intervention,atorvastatin,model,y,,hcho
3637,23113833,831,840,Drug Intervention,SAR236553,human,y,,hcho
3638,23113833,883,888,Intervention Frequency,daily,human,y,,hcho
3639,23113833,894,903,Drug Intervention,SAR236553,human,y,,hcho
3640,23113833,936,948,Drug Intervention,atorvastatin,model,y,,hcho
3641,23113833,1052,1070,Type of Quant. Measure,least-squares mean,human,n,too little,hcho
3642,23113833,1072,1075,Type of Quant. Measure,±SE,human,n,too little,hcho
3643,23113833,1077,1094,Outcome (Study Endpoint),percent reduction,model,n,wrong label,hcho
3644,23113833,1146,1182,Group Name,80 mg of atorvastatin plus SAR236553,human,n,wrong label,hcho
3645,23113833,1224,1249,Group Name,atorvastatin plus placebo,human,n,wrong label,hcho
3646,23113833,1278,1314,Group Name,10 mg of atorvastatin plus SAR236553,human,n,wrong label,hcho
3647,23113833,1374,1376,Quantitative Measurement,52,human,n,too little,hcho
3648,23113833,1374,1377,Quantitative Measurement,52%,model,y,,hcho
3649,23113833,1448,1472,Outcome (Study Endpoint),LDL cholesterol level of,model,n,too much,hcho
3650,23113833,1518,1520,Quantitative Measurement,90,human,n,too little,hcho
3651,23113833,1518,1521,Quantitative Measurement,90%,model,y,,hcho
3652,23113833,1579,1581,Quantitative Measurement,17,human,n,too little,hcho
3653,23113833,1579,1582,Quantitative Measurement,17%,model,y,,hcho
3654,23113833,1641,1696,Outcome (Study Endpoint),LDL cholesterol levels of less than 70 mg per deciliter,model,y,,hcho
3655,23113833,1702,1716,Units,mmol per liter,model,y,,hcho
3656,23695545,316,325,Disease/Condition of Interest,H. pylori,model,y,,ccurtis
3657,23695545,517,524,Group Characteristic,Morocco,model,y,,ccurtis
3658,23695545,819,821,Dosage,20,human,y,,ccurtis
3659,23695545,819,824,Dosage,20 mg,model,n,too much,ccurtis
3660,23695545,822,824,Units,mg,human,y,,ccurtis
3661,23695545,845,846,Dosage,1,human,y,,ccurtis
3662,23695545,845,848,Dosage,1 g,model,n,too much,ccurtis
3663,23695545,847,848,Units,g,human,y,,ccurtis
3664,23695545,890,892,Dosage,20,human,y,,ccurtis
3665,23695545,890,895,Dosage,20 mg,model,n,too much,ccurtis
3666,23695545,893,895,Units,mg,human,y,,ccurtis
3667,23695545,915,918,Dosage,500,human,y,,ccurtis
3668,23695545,915,921,Dosage,500 mg,model,n,too much,ccurtis
3669,23695545,919,921,Units,mg,human,y,,ccurtis
3670,23695545,1018,1021,Follow-up period,4-6,model,n,too little,ccurtis
3671,23695545,1018,1027,Follow-up period,4-6 weeks,human,y,,ccurtis
3672,23695545,1397,1401,Quantitative Measurement,89.9,human,n,too little,ccurtis
3673,23695545,1397,1403,Quantitative Measurement,89.9 %,model,y,,ccurtis
3674,23695545,1658,1662,Quantitative Measurement,96.3,human,n,too little,ccurtis
3675,23695545,1658,1664,Quantitative Measurement,96.3 %,model,y,,ccurtis
3676,23695545,1663,1664,Units,%,human,n,wrong label,ccurtis
3677,23695545,1706,1710,Quantitative Measurement,27.9,human,n,too little,ccurtis
